                  螺纹主连 (RBL8),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
      时间,    开盘,    最高,    最低,    收盘,         成交量,EXPMA1.EXP0  ,EXPMA1.EXP1  ,EXPMA1.EXP2  ,EXPMA1.EXP3  ,EXPMA1.EXP4  ,EXPMA1.      ,EXPMA1.      ,EXPMA1.      ,EXPMA1.      ,EXPMA1.      ,EXPMA1.      ,EXPMA1.      ,EXPMA1.      ,EXPMA1.      , VOL1.VOLUME, VOL1.MAVOL1, VOL1.MAVOL2, VOL1.MAVOL3, VOL1.LB    , VOL1.FZFL  , VOL1.分布  , VOL1.      , VOL1.      , VOL1.      , VOL1.      , VOL1.      ,LH_RQ.REDIAN,LH_RQ.GWANG ,LH_RQ.FL    ,LH_RQ.SL    ,LH_RQ.NORMAL,LH_DKCD.多头长度_S,LH_DKCD.多头长度,LH_DKCD.多头长度_L,LH_DKCD.空头长度_S,LH_DKCD.空头长度,LH_DKCD.空头长度_L,LH_KL.多头  ,LH_KL.空头  ,LH_KL.靠拢  ,TTEST.多头  ,TTEST.空头  ,LH_KT.空进攻,LH_KT.空调整,LH_KT.空中继34,LH_KT.空中继23,LH_KT.空中继12,LH_KT.抽MA4 ,LH_KT.抽MA3 ,LH_KT.抽MA2 ,LH_KT.抽MA1 ,LH_KT.超买  ,LH_KT.超买L ,LH_KT.反弹初,LH_KT.反弹中,LH_BSP.LABEL_BSP,LH_BSP.弱势  ,LH_DF_SLP.DF01  ,LH_DF_SLP.DF12  ,LH_DF_SLP.DF23  ,LH_DF_SLP.DF34  ,LH_DF_SLP.SLP0  ,LH_DF_SLP.SLP1  ,LH_DF_SLP.SLP2  ,LH_DF_SLP.SLP3  ,LH_DF_SLP.SLP4  ,LH_DF_SLP.MS0   ,LH_DF_SLP.MS1   ,LH_DF_SLP.MS2   ,LH_DF_SLP.MS3   ,LH_DF_SLP.MS0_HT,LH_ZDF.LS    ,LH_ZDF.US    ,LH_ZDF.MAB   ,LH_ZDF.ZFS   ,LH_ZDF.MA_US ,LH_ZDF.MA_LS ,LH_ZDF.LABEL_BSP,LH_ZDF.BIAS0 ,LH_ZDF.BIAS1 ,LH_ZDF.BIAS2 ,LH_ZDF.BIAS3 ,LH_ZDF.BIAS4 
 2022/11/10-14:10,3540,3549,3539,3547,32157,3543.25,3547.51,3550.28,3552.94,3556.37,0,0,0,0,0,0,0,0,0,32157,45507.6,25059.5,23760.53,1.35,0,12,0,0,0,0,0,1,0,1,0,0,0,0,0,6,6,37,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1.39,-0.78,-0.75,-0.97,1000.26,999.98,999.95,999.94,999.96,999.63,999.7,999.81,999.85,1000.09,1,2,5.2,1.35,2.3,1.3,0,1.25,-0.14,-0.92,-1.67,-2.63
 2022/11/10-14:15,3548,3552,3543,3547,37631,3544,3547.46,3550.12,3552.74,3556.21,0,0,0,0,0,0,0,0,0,37631,45301,25569.5,23749.82,1.58,0,12,0,0,0,0,0,1,0,1,0,0,0,0,0,7,7,38,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,-1.1,-0.75,-0.74,-0.98,1000.21,999.99,999.95,999.95,999.96,999.96,999.85,999.89,999.9,1000.24,4,4,5,0.2,2.3,1.4,1,0.97,-0.13,-0.88,-1.62,-2.59
 2022/11/10-14:20,3546,3548,3537,3539,25791,3543,3546.66,3549.58,3552.29,3555.93,0,0,0,0,0,0,0,0,0,25791,43800.6,25499.35,23762.1,1.09,0,13,0,0,0,0,0,1,0,1,0,0,0,0,0,8,8,39,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1.16,-0.82,-0.76,-1.02,999.72,999.77,999.85,999.87,999.92,1000.03,999.89,999.9,999.91,999.96,2,2,5.15,1.36,2.35,1.4,0,-1,-2.16,-2.98,-3.74,-4.76
 2022/11/10-14:25,3540,3542,3536,3539,14275,3542.2,3545.93,3549.06,3551.86,3555.65,0,0,0,0,0,0,0,0,0,14275,38978.7,25599.57,23729.23,0.6,0,13,0,0,0,0,0,0,1,1,0,0,0,0,0,9,9,40,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.17,-0.88,-0.79,-1.07,999.77,999.79,999.85,999.88,999.92,999.99,999.88,999.9,999.91,999.75,3,2,5.2,0.19,2.35,1.45,0,-0.78,-1.95,-2.84,-3.62,-4.68
 2022/11/10-14:30,3538,3543,3537,3542,10651,3542.16,3545.55,3548.72,3551.53,3555.42,0,0,0,0,0,0,0,0,0,10651,34560.7,25585.07,23548.38,0.45,0,13,0,0,0,0,0,0,1,1,0,0,0,0,0,10,10,41,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.05,-0.89,-0.79,-1.09,999.99,999.89,999.9,999.91,999.94,999.92,999.86,999.89,999.9,999.88,1,1,5.4,0.74,2.35,1.3,0,0.05,-1,-1.89,-2.68,-3.78
 2022/11/10-14:35,3542,3542,3531,3534,20814,3540.53,3544.45,3548,3550.96,3555.07,0,0,0,0,0,0,0,0,0,20814,26738.2,25544.53,23571.23,0.88,0,13,0,0,0,0,0,0,1,0,0,1,0,0,0,11,11,42,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1.23,-1,-0.83,-1.16,999.54,999.69,999.8,999.84,999.9,999.76,999.79,999.85,999.87,999.76,3,0,5.75,1.39,2.35,1.2,0,-1.72,-2.95,-3.95,-4.78,-5.93
 2022/11/10-14:40,3534,3536,3525,3530,32333,3538.42,3543.08,3547.12,3550.27,3554.66,0,0,0,0,0,0,0,0,0,32333,25856.2,25459.57,23722.51,1.36,0,14,0,0,0,0,0,1,0,0,0,1,0,0,0,12,12,43,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.48,-1.14,-0.89,-1.23,999.41,999.61,999.75,999.81,999.88,999.68,999.75,999.83,999.86,999.47,5,2,5.75,0.7,2.4,1.4,0,-2.22,-3.69,-4.83,-5.71,-6.94
 2022/11/10-14:45,3529,3530,3525,3526,17849,3535.94,3541.45,3546.09,3549.48,3554.18,0,0,0,0,0,0,0,0,0,17849,25082.8,25396.78,23795.28,0.75,0,14,0,0,0,0,0,0,1,0,0,1,0,0,0,13,13,44,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.76,-1.31,-0.95,-1.33,999.3,999.54,999.71,999.78,999.87,999.56,999.68,999.79,999.83,999.35,1,1,5.7,0.53,2.4,1.35,0,-2.6,-4.36,-5.67,-6.61,-7.93
 2022/11/10-14:50,3527,3533,3525,3532,23684,3535.15,3540.55,3545.41,3548.9,3553.81,0,0,0,0,0,0,0,0,0,23684,24982.8,25531.05,23912.38,0.99,0,13,0,0,0,0,0,0,1,0,0,1,0,0,0,14,14,45,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.71,-1.37,-0.99,-1.38,999.78,999.75,999.81,999.84,999.9,999.5,999.65,999.77,999.81,999.54,2,1,5.85,0.85,2.1,1.45,0,-0.71,-2.42,-3.78,-4.76,-6.14
 2022/11/10-14:55,3532,3535,3528,3533,15097,3534.72,3539.83,3544.8,3548.38,3553.47,0,0,0,0,0,0,0,0,0,15097,23028.2,25197.88,23933.66,0.63,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,15,15,46,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.6,-1.4,-1.01,-1.43,999.88,999.8,999.83,999.85,999.9,999.59,999.67,999.77,999.82,999.83,4,2,5.7,0.18,2.15,1.65,0,-0.33,-1.93,-3.33,-4.33,-5.76
 2022/11/10-15:00,3533,3541,3532,3538,38923,3535.38,3539.66,3544.47,3548.04,3553.22,0,0,0,0,0,0,0,0,0,38923,23704.8,25531.4,23976.4,1.62,0,14,0,0,0,1,0,1,0,0,0,1,0,0,0,16,16,47,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1.31,-1.36,-1.01,-1.46,1000.19,999.95,999.91,999.9,999.93,999.78,999.76,999.81,999.84,1000.03,1,3,5.55,0.9,2.3,1.7,0,0.84,-0.47,-1.82,-2.83,-4.28
 2022/11/11-21:05,3522,3530,3516,3528,111056,3533.9,3538.55,3543.67,3547.38,3552.8,0,0,0,0,0,0,0,0,0,111056,31047.3,27713,24438.64,4.54,0,14,0,1,0,0,0,1,0,0,0,1,0,0,0,17,17,48,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1.43,-1.44,-1.05,-1.53,999.58,999.69,999.77,999.81,999.88,999.86,999.79,999.83,999.85,999.88,6,2,5.45,1.1,2.3,2,2,-1.54,-2.98,-4.42,-5.46,-6.98
 2022/11/11-21:10,3529,3534,3525,3530,51890,3533.12,3537.73,3543,3546.81,3552.42,0,0,0,0,0,0,0,0,0,51890,33657.2,28694.2,24707.89,2.1,0,14,1,0,0,0,0,1,0,1,0,0,0,0,0,18,18,49,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1.42,-1.48,-1.08,-1.58,999.78,999.77,999.81,999.84,999.89,999.86,999.8,999.83,999.85,999.68,4,4,5.3,0.19,2.2,2.2,2,-0.76,-2.19,-3.67,-4.74,-6.31
 2022/11/11-21:15,3530,3548,3529,3543,57985,3535.1,3538.23,3543,3546.69,3552.27,1,0,0,1,0,0,0,0,0,57985,38028.2,29848.7,25038.57,2.32,0,14,1,0,0,0,0,1,0,1,0,0,0,0,0,19,19,50,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-0.92,-1.34,-1.04,-1.57,1000.56,1000.14,1000,999.96,999.96,1000.03,999.89,999.87,999.88,1000.17,1,5,5.4,2.41,2.35,2.2,0,2.27,1.35,0,-1.04,-2.61
 2022/11/11-21:20,3545,3547,3539,3542,33367,3536.48,3538.59,3542.95,3546.54,3552.1,0,0,0,0,0,0,0,0,0,33367,40299.8,30435.55,25209.37,1.32,0,14,0,0,0,0,0,1,0,1,0,0,0,0,0,20,20,51,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.58,-1.23,-1.01,-1.57,1000.39,1000.1,999.99,999.96,999.95,1000.08,999.92,999.89,999.89,1000.47,3,2,4.8,0.63,2.15,2.3,1,1.54,0.96,-0.27,-1.28,-2.84
 2022/11/11-21:25,3541,3546,3539,3544,21501,3537.98,3539.11,3543,3546.45,3551.96,0,0,0,0,0,0,0,0,0,21501,40368.5,30735.63,25311.6,0.85,0,13,0,0,0,0,0,0,1,1,0,0,0,0,0,21,21,52,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.26,-1.1,-0.97,-1.55,1000.43,1000.15,1000.01,999.98,999.96,1000.29,1000.04,999.95,999.93,1000.41,2,2,4.4,0.68,2.25,2.3,0,1.64,1.38,0.28,-0.69,-2.24
 2022/11/11-21:30,3545,3552,3540,3550,25257,3540.39,3540.15,3543.34,3546.57,3551.93,0,0,0,0,0,0,0,0,0,25257,39660.9,31052.4,25347.74,1,0,12,0,0,0,0,0,0,1,1,0,0,0,0,0,0,22,53,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.19,-0.9,-0.91,-1.51,1000.68,1000.29,1000.1,1000.03,999.99,1000.51,1000.17,1000.02,999.98,1000.55,5,2,4.5,1.11,2.2,2.55,0,2.59,2.78,1.88,0.97,-0.54
 2022/11/11-21:35,3551,3580,3551,3579,120972,3548.11,3543.85,3545.08,3547.63,3552.38,1,0,0,1,0,0,0,0,0,120972,49973.2,33743.8,25803.94,4.69,0,12,0,1,0,0,0,1,0,1,0,0,0,0,0,0,23,54,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1.54,-0.35,-0.72,-1.34,1002.18,1001.05,1000.49,1000.3,1000.13,1000.92,1000.4,1000.15,1000.07,1001.43,0,1,5.8,4.83,2.15,2.45,0,8.37,9.92,9.57,8.84,7.49
 2022/11/11-21:40,3579,3590,3571,3589,93295,3556.29,3548.15,3547.22,3548.99,3552.98,0,0,0,0,0,0,0,0,0,93295,56934.3,35855.8,26441.72,3.53,0,12,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,55,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2.81,0.26,-0.5,-1.13,1002.31,1001.21,1000.6,1000.38,1000.17,1001.4,1000.67,1000.3,1000.17,1002.24,8,1,6,1.67,2.1,2.85,0,8.68,11.51,11.78,11.27,10.14
 2022/11/11-21:45,3588,3590,3581,3587,60058,3562.43,3551.85,3549.16,3550.23,3553.54,0,0,0,0,0,0,0,0,0,60058,61430.4,37112.23,26720.8,2.25,0,12,1,0,0,0,0,1,0,1,0,0,2,0,0,0,0,56,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,3.58,0.76,-0.3,-0.93,1001.73,1001.04,1000.55,1000.35,1000.16,1001.72,1000.9,1000.43,1000.27,1002.02,6,2,5.8,0.17,2.05,3.1,1,6.3,9.9,10.66,10.36,9.41
 2022/11/11-21:50,3587,3595,3585,3588,52131,3567.54,3555.29,3551.06,3551.47,3554.11,0,0,0,0,0,0,0,0,0,52131,62751.2,38150.1,26993.37,1.93,0,12,1,0,0,0,0,1,0,1,0,0,3,0,0,0,0,57,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,4.07,1.19,-0.12,-0.74,1001.44,1000.97,1000.53,1000.35,1000.16,1001.91,1001.07,1000.54,1000.35,1001.58,2,7,5.5,0.18,2.3,3.15,1,5.11,9.2,10.4,10.29,9.53
 2022/11/11-21:55,3588,3589,3583,3584,28386,3570.83,3558.02,3552.67,3552.54,3554.61,0,0,0,0,0,0,0,0,0,28386,54484.2,38004.75,27077.26,1.05,0,11,0,0,0,0,0,1,0,1,0,0,4,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.19,1.51,0.04,-0.58,1000.92,1000.77,1000.45,1000.3,1000.14,1001.6,1001,1000.53,1000.35,1001.18,1,1,5.65,0.71,2.15,3,0,3.1,7.3,8.82,8.86,8.27
 2022/11/11-22:00,3584,3591,3582,3591,24559,3574.87,3561.17,3554.54,3553.8,3555.21,0,0,0,0,0,0,0,0,0,24559,51751.1,38211.4,27209.72,0.9,0,10,0,0,0,0,0,0,1,1,0,0,5,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.44,1.87,0.21,-0.4,1001.13,1000.88,1000.53,1000.35,1000.17,1001.3,1000.92,1000.51,1000.34,1001.03,2,0,5.65,1.24,2.05,3,0,3.93,8.38,10.26,10.47,10.07
 2022/11/11-22:05,3591,3593,3584,3586,25169,3577.09,3563.53,3556.07,3554.86,3555.72,0,0,0,0,0,0,0,0,0,25169,48469.5,38314.45,27293.41,0.92,0,10,0,0,0,0,0,0,1,1,0,0,6,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.34,2.1,0.34,-0.24,1000.62,1000.66,1000.43,1000.3,1000.14,1001.03,1000.82,1000.49,1000.33,1000.88,2,2,5.85,0.85,2.05,2.95,0,1.97,6.31,8.42,8.76,8.52
 2022/11/11-22:10,3587,3587,3577,3580,30403,3577.68,3565.1,3557.24,3555.68,3556.12,0,0,0,0,0,0,0,0,0,30403,48173.1,38747.82,27469.74,1.11,0,10,0,0,0,0,0,1,0,1,0,0,7,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.96,2.21,0.44,-0.12,1000.16,1000.44,1000.33,1000.23,1000.11,1000.71,1000.69,1000.43,1000.3,1000.39,3,0,6,1.17,2,3.05,0,0.23,4.18,6.4,6.84,6.72
 2022/11/11-22:15,3580,3582,3576,3578,17655,3577.74,3566.33,3558.25,3556.41,3556.48,0,0,0,0,0,0,0,0,0,17655,47788.5,38924.48,27499.31,0.64,0,10,0,0,0,0,0,0,1,1,0,0,8,5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.54,2.27,0.52,-0.02,1000.02,1000.34,1000.28,1000.21,1000.1,1000.48,1000.58,1000.39,1000.27,1000.09,2,2,5.7,0.35,2.1,3,0,-0.26,3.27,5.55,6.07,6.05
 2022/11/11-22:20,3579,3579,3573,3576,16125,3577.39,3567.25,3559.12,3557.05,3556.8,0,0,0,0,0,0,0,0,0,16125,46875.3,38813.02,27542.18,0.59,0,9,0,0,0,0,0,0,1,1,0,0,9,6,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1,2.29,0.58,0.07,999.9,1000.26,1000.24,1000.18,1000.09,1000.18,1000.43,1000.32,1000.23,999.96,3,0,5.65,0.53,2,2.9,0,-0.64,2.45,4.74,5.33,5.4
 2022/11/11-22:25,3575,3579,3572,3579,15044,3577.71,3568.37,3560.09,3557.77,3557.17,0,0,0,0,0,0,0,0,0,15044,36282.5,38719.32,27607.21,0.54,0,9,0,0,0,0,0,0,1,1,0,0,10,7,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.83,2.33,0.65,0.17,1000.09,1000.31,1000.27,1000.2,1000.1,1000.04,1000.34,1000.28,1000.21,1000,3,0,5.7,0.7,1.95,3,0,0.16,2.98,5.31,5.97,6.14
 2022/11/11-22:30,3579,3585,3576,3584,15714,3578.97,3569.86,3561.25,3558.63,3557.61,0,0,0,0,0,0,0,0,0,15714,28524.4,38213.77,27551.97,0.57,0,9,0,0,0,0,0,0,1,1,0,0,11,8,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.76,2.42,0.74,0.29,1000.35,1000.42,1000.33,1000.24,1000.12,1000.09,1000.33,1000.28,1000.21,1000.22,3,1,5.7,0.88,1.95,3.05,0,1.21,3.96,6.39,7.13,7.42
 2022/11/11-22:35,3584,3585,3579,3580,15017,3579.18,3570.82,3562.17,3559.33,3557.98,0,0,0,0,0,0,0,0,0,15017,24020.3,38127.4,27527.91,0.55,0,9,0,0,0,0,0,0,1,1,0,0,12,9,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.51,2.43,0.8,0.38,1000.06,1000.27,1000.26,1000.2,1000.1,1000.1,1000.32,1000.28,1000.21,1000.2,1,1,5.85,0.68,1.9,2.9,0,0.07,2.57,5.01,5.81,6.19
 2022/11/11-22:40,3579,3581,3577,3578,13856,3578.94,3571.51,3562.94,3559.95,3558.32,0,0,0,0,0,0,0,1,0,13856,20192.8,38039.1,27572.16,0.5,0,8,0,0,0,0,0,0,1,1,0,0,13,10,5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.21,2.41,0.84,0.46,999.93,1000.19,1000.22,1000.17,1000.09,1000.11,1000.3,1000.27,1000.2,1000,1,2,5.65,0.18,1.85,2.9,0,-0.38,1.82,4.23,5.07,5.53
 2022/11/11-22:45,3578,3581,3573,3581,13492,3579.35,3572.41,3563.82,3560.64,3558.69,0,0,0,0,0,0,0,0,0,13492,18703.4,37383.98,27627.93,0.49,0,7,0,0,0,0,0,0,0,1,0,0,14,11,6,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05,2.41,0.89,0.55,1000.12,1000.25,1000.25,1000.19,1000.11,1000.11,1000.28,1000.26,1000.2,1000.02,5,0,5.5,0.55,1.75,2.85,0,0.36,2.4,4.82,5.72,6.27
 2022/11/11-22:50,3580,3585,3580,3583,13082,3580.08,3573.42,3564.76,3561.37,3559.09,0,0,0,0,0,0,0,0,0,13082,17555.7,36691.15,27457.91,0.48,0,6,0,0,0,0,0,0,0,1,0,0,15,12,7,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.97,2.43,0.95,0.64,1000.2,1000.28,1000.26,1000.21,1000.11,1000.08,1000.25,1000.25,1000.19,1000.16,0,2,5.6,0.54,1.65,2.65,0,0.71,2.68,5.12,6.07,6.72
 2022/11/11-22:55,3583,3586,3577,3579,16198,3579.87,3573.95,3565.45,3561.95,3559.42,0,0,0,0,0,0,0,0,0,16198,16658.6,35533.75,27435.43,0.59,0,5,0,0,0,0,0,0,0,1,0,0,16,13,8,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73,2.39,0.98,0.71,999.94,1000.15,1000.19,1000.16,1000.09,1000.05,1000.22,1000.23,1000.18,1000.07,2,3,5.15,0.78,1.55,2.7,0,-0.32,1.41,3.8,4.79,5.5
 2022/11/11-23:00,3579,3584,3579,3582,15664,3580.29,3574.72,3566.26,3562.61,3559.79,0,0,0,0,0,0,0,0,0,15664,15184.7,34554.57,27499.71,0.57,0,4,0,0,0,0,0,0,0,1,0,0,17,14,9,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.64,2.37,1.03,0.79,1000.12,1000.21,1000.23,1000.18,1000.1,1000.09,1000.22,1000.23,1000.19,1000.03,0,2,5.15,0.58,1.55,2.55,0,0.41,2.04,4.41,5.44,6.24
 2022/11/11-09:05,3589,3612,3587,3606,116435,3585.43,3577.7,3568.2,3564.03,3560.56,1,0,1,1,0,0,0,0,0,116435,25062.7,34989.48,28309.94,4.11,0,5,0,1,0,0,0,1,0,1,0,0,18,15,10,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.39,2.67,1.17,0.97,1001.44,1000.83,1000.54,1000.4,1000.21,1000.42,1000.37,1000.31,1000.24,1000.78,2,6,5.85,2.91,1.75,2.55,0,5.52,7.91,10.59,11.78,12.76
 2022/11/11-09:10,3606,3621,3606,3618,82317,3591.95,3581.53,3570.63,3565.8,3561.51,0,0,0,0,0,0,0,0,0,82317,31681.9,36018.57,28870.26,2.85,0,6,0,1,0,0,0,1,0,1,0,0,19,16,11,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.29,3.06,1.35,1.2,1001.82,1001.07,1000.68,1000.5,1000.27,1000.83,1000.57,1000.41,1000.31,1001.63,0,3,6.2,1.94,1.8,2.3,0,6.88,10.18,13.27,14.64,15.86
 2022/11/11-09:15,3619,3620,3613,3618,37187,3597.16,3585.01,3572.94,3567.51,3562.44,0,0,0,0,0,0,0,0,0,37187,33896.2,36308.68,29059.96,1.28,0,6,0,0,0,0,0,1,0,1,0,0,20,17,12,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.86,3.38,1.52,1.42,1001.45,1000.97,1000.65,1000.48,1000.26,1001.21,1000.77,1000.52,1000.39,1001.63,5,1,4.85,0.21,1.8,2.55,1,5.35,9.2,12.61,14.15,15.6
 2022/11/11-09:20,3619,3625,3615,3625,45967,3602.73,3588.82,3575.48,3569.39,3563.48,0,0,0,0,0,0,0,0,0,45967,36921.5,36840.75,29381,1.56,0,6,0,0,0,0,0,1,0,1,0,0,21,18,13,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.42,3.74,1.7,1.66,1001.55,1001.06,1000.71,1000.53,1000.29,1001.56,1000.98,1000.65,1000.48,1001.5,4,0,4.65,1.29,1.75,2.35,0,5.66,10.08,13.85,15.58,17.27
 2022/11/11-09:25,3624,3628,3621,3622,33260,3606.58,3591.98,3577.75,3571.12,3564.44,0,0,0,0,0,0,0,0,0,33260,38745.8,36806.18,29594.06,1.12,0,5,0,0,0,0,0,1,0,1,0,0,22,19,14,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.62,3.98,1.86,1.87,1001.07,1000.88,1000.63,1000.48,1000.27,1001.47,1001,1000.67,1000.5,1001.31,1,4,4.7,0.43,1.85,2.1,1,3.75,8.36,12.37,14.25,16.15
 2022/11/11-09:30,3622,3628,3621,3626,25878,3610.46,3595.22,3580.1,3572.92,3565.46,0,0,0,0,0,0,0,0,0,25878,39948,36649.2,29647.49,0.87,0,4,0,0,0,0,0,0,1,1,0,0,23,20,15,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,4.23,2.01,2.09,1001.08,1000.9,1000.66,1000.5,1000.29,1001.29,1000.95,1000.66,1000.5,1001.07,1,2,4.85,0.82,1.6,2.05,0,3.78,8.56,12.82,14.86,16.98
 2022/11/11-09:35,3626,3628,3614,3615,43044,3611.37,3597.1,3581.8,3574.3,3566.28,1,0,1,0,0,0,0,0,0,43044,42903.2,36784.52,29893.12,1.44,0,5,0,0,0,0,0,1,0,1,0,0,24,21,16,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.43,4.28,2.1,2.24,1000.25,1000.52,1000.48,1000.39,1000.23,1000.99,1000.84,1000.62,1000.48,1000.66,1,2,5.2,2.12,1.65,2.05,0,0.57,4.98,9.27,11.39,13.66
 2022/11/11-09:40,3614,3618,3610,3613,34195,3611.7,3598.62,3583.32,3575.57,3567.05,0,0,0,0,0,0,0,0,0,34195,45014.5,36994.63,29948.41,1.14,0,5,0,0,0,0,0,1,0,1,0,0,25,22,17,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.01,4.28,2.17,2.38,1000.09,1000.42,1000.42,1000.35,1000.22,1000.62,1000.68,1000.55,1000.43,1000.17,3,4,4.9,0.2,1.85,2.1,1,0.01,4,8.28,10.47,12.88
 2022/11/11-09:45,3613,3621,3613,3620,24977,3613.36,3600.65,3585.11,3577.02,3567.93,0,0,0,0,0,0,0,0,0,24977,45892.4,37262.18,29963.79,0.83,0,5,0,0,0,0,0,0,1,1,0,0,26,23,18,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.88,4.34,2.26,2.54,1000.46,1000.57,1000.5,1000.41,1000.25,1000.47,1000.6,1000.51,1000.41,1000.28,0,1,5,1.4,1.8,2,0,1.52,5.37,9.73,12.01,14.59
 2022/11/11-09:50,3619,3621,3613,3615,14365,3613.69,3602.02,3586.57,3578.27,3568.71,0,0,0,0,0,0,0,0,0,14365,45762.5,37355.02,29792.74,0.48,0,5,0,0,0,0,0,0,1,1,0,0,27,24,19,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.52,4.32,2.32,2.67,1000.09,1000.38,1000.41,1000.35,1000.22,1000.22,1000.47,1000.45,1000.37,1000.28,2,2,4.85,0.82,1.9,1.95,0,0.1,3.6,7.93,10.27,12.97
 2022/11/11-09:55,3615,3619,3612,3614,11209,3613.75,3603.16,3587.91,3579.44,3569.45,0,0,0,0,0,0,0,0,0,11209,35239.9,37114.9,29787.8,0.38,0,5,0,0,0,0,0,0,1,1,0,0,28,25,20,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.17,4.26,2.37,2.79,1000.02,1000.32,1000.37,1000.33,1000.21,1000.16,1000.42,1000.43,1000.36,1000.05,2,4,4.8,0.21,2,1.95,0,-0.14,3.01,7.27,9.65,12.48
